,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate,Gender_F,Gender_M,Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4
1734,37.0,3,10.0,4,72,2,4,8.0,2.0,4,0.7516,-0.4537,2.0,3,7,3,0.1107,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1735,20.0,3,1.0,1,40,1,3,7.0,1.0,3,0.7516,0.7075,2.0,2,8,3,0.2425,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1736,32.0,1,5.0,3,20,1,3,7.0,3.0,3,0.0026529002824244937,1.8688,1.895976122042892,4,8,3,0.1097,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1737,46.74418604651163,4,17.0,1,37,1,4,6.0,3.0,3,0.7516,0.7075,2.0,2,8,5,0.0569,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1738,47.0,4,24.0,2,55,1,3,8.0,2.0,4,-0.1048,0.7075,1.895976122042892,4,8,2,0.5066,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1739,47.54545454545455,3,16.0,2,50,0,5,6.0,2.0,1,-0.1048,-0.4537,2.0,4,9,3,0.0213,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1740,52.0,4,13.0,1,24,1,3,6.0,3.0,2,1.6081,-0.4537,1.895976122042892,3,7,3,0.0202,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1741,60.0,3,38.0,4,34,1,2,10.0,2.0,1,-0.1048,-1.615,2.0,2,7,3,0.0374,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1742,23.0,3,4.0,2,22,1,3,6.0,1.0,3,0.7516,0.7075,2.0,2,5,3,0.1514,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1743,42.0,3,17.0,2,44,0,2,2.0,2.0,3,1.6081,0.7075,1.0,2,8,4,0.0943,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1744,41.0,4,5.0,4,42,0,3,6.0,3.0,3,-0.9612,0.7075,2.0,4,7,5,0.281,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1745,24.0,3,5.0,3,70,1,4,3.0,2.0,4,-0.1048,-0.4537,2.0,4,8,1,0.2424,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1746,22.0,2,3.0,2,27,1,4,6.0,2.0,2,-0.1048,-0.4537,2.0,2,7,1,0.141,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1747,34.0,4,10.0,2,40,1,3,8.0,3.0,3,-0.1048,-0.4537,2.0,3,9,3,0.1756,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1748,49.0,3,23.0,4,23,1,2,8.0,2.0,3,1.6081,0.7075,3.0,3,8,3,0.1069,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1749,37.0,4,11.0,4,57,2,4,1.0,1.0,2,0.7516,-0.4537,2.0,4,8,5,0.1756,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1750,39.0,3,13.0,2,63,1,3,7.0,3.0,3,-0.1048,-0.4537,2.0,3,5,3,0.0696,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1751,28.457831325301203,5,6.0,3,30,2,2,5.0,3.0,3,-0.1048,-0.4537,2.0,2,5,3,0.0422,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1752,32.0,4,3.0,3,61,2,3,8.0,2.0,2,0.7516,0.7075,1.0,2,5,3,0.0206,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1753,47.0,2,21.0,3,21,0,2,7.0,1.0,3,-1.8176,0.7075,2.0,2,5,5,0.2621,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1754,57.0,3,28.0,4,48,1,3,5.0,4.0,2,-0.1048,-0.4537,2.0,4,7,3,0.2275,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1755,45.0,1,17.0,3,70,1,3,6.0,1.0,2,0.7516,-0.4537,1.0,3,6,3,0.4005,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1756,19.0,1,0.0,0,49,1,1,8.0,4.0,3,-0.1048,0.7075,2.0,3,9,4,0.6315,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1757,22.0,3,3.0,2,24,1,5,8.0,1.0,3,0.7516,-0.4537,2.0,4,8,2,0.1239,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1758,44.80392156862745,4,16.0,3,51,0,1,8.0,2.0,3,0.7516,0.7075,1.0,2,8,5,0.1081,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1759,35.0,1,9.0,4,50,2,2,4.0,1.0,1,-0.9612,-0.4537,1.0,4,8,3,0.212,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1760,28.0,2,6.0,3,39,2,2,8.0,4.0,3,0.7516,1.8688,2.0,2,7,3,0.2304,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1761,35.0,1,11.0,1,48,0,4,6.0,3.0,5,0.7516,-0.4537,2.0,3,7,2,0.1164,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1762,59.0,1,21.0,4,54,1,3,8.0,2.0,2,0.7516,0.7075,1.0,5,6,1,0.0509,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1763,52.0,3,13.58329853862213,3,27,1,4,8.0,3.0,1,-0.9612,0.7075,2.0,4,8,2,0.1319,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1764,23.0,3,4.0,2,42,0,1,8.0,1.0,3,0.7516,0.7075,2.0,3,8,1,0.2947,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1765,42.0,1,14.0,2,58,1,3,8.0,1.0,3,0.7516,0.7075,2.0,3,8,3,0.1818,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1766,19.0,3,0.0,0,71,0,1,8.0,2.0,2,0.7516,-0.4537,2.0,5,8,3,0.123,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1767,20.0,3,1.0,1,22,0,1,8.0,1.0,4,1.6081,-0.4537,1.0,4,6,3,0.2376,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1768,27.0,2,5.0,4,22,2,3,5.0,1.0,4,-1.8176,0.7075,2.0,4,6,2,0.012,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1769,64.0,3,35.0,2,58,1,3,10.0,4.0,4,0.7516,-0.4537,2.0,2,6,3,0.1261,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1770,28.767195767195766,3,6.0,4,56,1,4,8.0,2.0,3,-0.9612,0.7075,2.0,1,8,4,0.2447,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1771,37.0,3,15.0,3,22,1,3,5.0,4.0,3,0.0026529002824244937,-0.4537,2.0,2,5,3,0.1754,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1772,21.0,3,2.0,2,72,2,3,6.0,3.0,4,-0.9612,0.7075,1.895976122042892,4,6,3,0.252,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1773,59.0,1,21.0,1,32,1,2,7.0,1.0,3,0.7516,-1.615,3.0,4,8,3,0.0495,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1774,22.0,4,3.0,2,66,0,2,7.0,4.0,2,-0.9612,-1.615,1.0,4,8,1,0.1532,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1775,21.0,4,2.0,2,52,1,1,9.0,1.0,2,0.7516,-0.4537,2.0,3,8,3,0.1879,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1776,27.0,2,3.0,3,58,1,2,4.0,2.0,3,0.7516,-0.4537,1.895976122042892,3,8,4,0.0884,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1777,63.0,2,39.0,1,34,0,3,8.0,3.0,3,-0.1048,0.7075,2.0,3,8,3,0.215,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1778,51.95,3,22.0,3,47,2,4,9.0,3.0,3,-0.1048,-0.4537,2.0,3,9,3,0.0861,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1779,21.0,3,2.0,2,29,1,2,6.0,3.0,3,1.6081,0.7075,1.895976122042892,4,9,3,0.1722,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1780,51.88636363636363,1,22.0,1,24,1,1,5.0,1.0,3,0.7516,0.7075,1.0,2,5,2,0.1249,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1781,23.0,3,4.0,4,54,0,4,7.0,3.0,3,0.7516,0.7075,2.0,3,5,3,0.4062,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1782,60.0,3,26.0,4,67,1,5,7.0,3.0,3,-0.1048,0.7075,1.0,1,8,3,0.037000000000000005,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1783,60.0,3,21.0,4,64,1,2,4.0,3.0,5,-0.1048,-0.4537,2.0,5,7,3,0.15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1784,20.0,3,1.0,1,47,0,5,7.0,4.0,3,0.7516,-0.4537,2.0,4,6,3,0.0545,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1785,22.0,3,3.0,3,37,1,2,8.0,1.0,3,0.0026529002824244937,1.8688,1.0,3,5,3,0.1218,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1786,21.0,3,2.0,2,74,0,2,1.0,3.0,3,0.7516,0.7075,1.0,2,7,3,0.2899,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1787,45.0,4,13.0,4,28,0,2,6.0,3.0,3,0.7516,0.7075,2.0,4,5,3,0.0415,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1788,23.0,3,4.0,3,37,0,2,7.0,4.0,5,0.7516,-0.4537,3.0,2,5,3,0.036000000000000004,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1789,25.0,2,6.0,4,72,1,1,9.0,3.0,4,-1.8176,-0.4537,2.0,4,8,5,0.1165,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1790,21.0,4,2.0,2,56,1,3,3.0,2.0,4,-0.9612,-0.4537,3.0,3,9,5,0.2951,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1791,54.0,3,30.0,2,48,2,3,6.0,1.0,3,0.0026529002824244937,0.7075,1.0,2,6,4,0.0009,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1792,20.0,4,1.0,1,30,1,2,9.0,3.0,3,-0.1048,-0.4537,1.895976122042892,2,8,3,0.0014,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1793,19.0,5,0.0,0,67,1,4,6.0,1.0,3,0.7516,1.8688,2.0,2,8,2,0.2454,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1794,59.0,4,35.0,1,55,0,2,8.0,3.0,3,0.7516,-0.4537,2.0,5,7,5,0.1806,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1795,47.0,3,18.0,4,34,0,2,5.0,1.0,2,0.7516,0.7075,2.0,4,5,3,0.0817,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1796,26.0,1,4.0,3,45,1,4,10.0,2.0,3,0.7516,0.7075,2.0,3,5,3,0.2975,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1797,26.0,4,3.0,3,38,1,2,6.0,3.0,3,-0.1048,0.7075,2.0,4,6,4,0.0504,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1798,58.0,3,27.0,2,49,1,3,9.0,1.0,3,1.6081,-2.7762,2.0,2,9,4,0.017,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1799,45.0,4,16.0,4,67,1,2,5.0,1.0,4,-0.1048,0.7075,2.0,3,6,3,0.0159,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1800,62.0,3,29.0,1,29,1,4,4.0,1.0,4,0.7516,-0.4537,1.895976122042892,3,5,5,0.5347,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1801,54.0,4,15.0,4,26,1,3,5.0,1.0,4,0.0026529002824244937,-0.4537,2.0,3,8,4,0.0182,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1802,26.0,3,2.0,2,58,2,2,4.0,3.0,3,-0.1048,0.7075,2.0,3,6,3,0.1167,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1803,52.0,4,26.0,1,27,0,3,8.0,4.0,1,-0.1048,-0.4537,2.0,4,8,3,0.1945,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1804,35.0,4,10.0,3,47,2,3,6.0,2.0,1,0.7516,-0.4537,3.0,2,8,2,0.1189,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1805,34.0,2,12.0,3,49,1,2,6.0,1.0,3,1.6081,-0.4537,2.0,2,8,3,0.2636,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1806,30.0,3,7.0,1,67,2,3,3.0,3.0,5,-1.8176,-2.7762,2.0,3,8,3,0.0526,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1807,49.0,4,22.0,2,31,2,2,5.0,1.0,4,-1.8176,-0.4537,2.0,2,8,4,0.0587,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1808,59.0,1,13.58329853862213,3,58,1,3,10.0,2.0,3,0.7516,-0.4537,1.0,4,7,3,0.6304,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1809,47.0,3,9.0,4,21,1,2,7.0,3.0,2,-0.1048,1.8688,2.0,3,5,3,0.0696,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1810,32.0,2,3.0,3,40,0,3,8.0,1.0,3,-0.9612,-0.4537,2.0,3,7,2,0.1402,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1811,51.0,3,29.0,2,70,1,5,9.0,2.0,3,-0.9612,0.7075,3.0,1,8,3,0.0703,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1812,60.0,3,32.0,1,50,1,2,4.0,4.0,4,-0.1048,0.7075,2.0,3,5,5,0.0182,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1813,24.0,4,5.0,2,54,0,3,8.0,2.0,3,0.7516,-0.4537,1.0,2,6,3,0.0324,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1814,22.0,2,3.0,3,60,0,1,6.0,2.0,3,0.7516,1.8688,2.0,4,8,3,0.1832,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1815,28.0,5,6.0,1,56,1,5,5.0,2.0,3,-0.1048,1.8688,2.0,2,8,3,0.1871,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1816,27.41830065359477,3,4.0,2,23,2,1,5.0,5.0,3,-0.9612,-0.4537,1.0,4,8,5,0.0213,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1817,33.0,4,4.0,1,55,1,2,5.0,3.0,3,0.7516,-0.4537,1.895976122042892,3,8,4,0.171,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1818,43.0,4,11.0,1,59,1,2,5.0,4.0,3,0.7516,-0.4537,2.0,2,6,3,0.4247,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1819,25.0,4,6.0,4,71,1,4,5.0,2.0,5,0.7516,0.7075,2.0,3,5,5,0.1031,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1820,36.0,3,9.0,2,35,0,3,6.0,1.0,3,-0.1048,-0.4537,3.0,3,5,3,0.0102,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1821,49.0,5,19.0,1,48,2,2,1.0,3.0,3,0.7516,-0.4537,2.0,1,8,3,0.1636,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1822,59.0,5,31.0,2,52,0,3,9.0,4.0,3,-1.8176,-0.4537,2.0,1,9,3,0.2239,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1823,30.0,3,8.0,1,34,1,1,6.0,1.0,2,-0.9612,-0.4537,1.0,2,6,4,0.1168,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1824,45.0,5,20.0,3,45,1,2,6.0,2.0,3,0.0026529002824244937,-0.4537,1.0,5,8,3,0.0869,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1825,41.0,2,12.0,3,61,1,2,6.0,1.0,4,-0.1048,1.8688,2.0,2,6,4,0.7512,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1826,59.0,2,21.0,3,57,0,4,5.0,3.0,3,0.0026529002824244937,0.7075,2.0,2,6,3,0.183,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1827,50.0,5,17.0,1,48,2,3,8.0,3.0,4,-0.1048,0.7075,2.0,2,8,3,0.2922,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1828,44.0,3,5.0,3,42,1,5,4.0,3.0,3,0.7516,1.8688,1.895976122042892,4,8,4,0.1896,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1829,31.0,3,4.0,2,40,0,3,3.0,4.0,3,0.7516,0.7075,1.895976122042892,4,7,4,0.1593,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1830,49.0,1,16.0,3,57,2,2,1.0,1.0,5,-1.8176,-1.615,2.0,3,5,3,0.1745,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1831,65.0,3,28.0,2,24,0,3,8.0,4.0,3,0.7516,-0.4537,2.0,4,8,5,0.2343,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1832,41.0,3,6.0,4,42,1,2,5.0,4.0,4,1.6081,-0.4537,2.0,2,5,3,0.1189,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1833,64.0,3,26.0,3,41,0,3,6.0,1.0,3,1.6081,0.7075,2.0,3,5,4,0.1463,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1834,60.0,5,36.0,1,56,1,3,7.0,2.0,3,0.7516,0.7075,2.0,2,5,4,0.1716,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1835,53.0,4,21.0,1,38,0,4,4.0,1.0,3,0.7516,-1.615,2.0,2,7,3,0.1124,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1836,38.0,3,10.0,3,31,0,3,2.0,1.0,5,0.7516,-0.4537,2.0,2,8,3,0.1309,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1837,33.0,3,10.0,1,59,1,1,8.0,2.0,4,0.7516,-1.615,2.0,5,6,4,0.0686,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1838,27.0,3,4.0,2,61,1,2,7.0,1.0,2,0.7516,-0.4537,3.0,3,6,1,0.0147,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1839,45.0,3,20.0,4,67,0,2,5.0,2.0,2,-0.1048,-0.4537,2.0,3,7,3,0.1584,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1840,60.0,3,23.0,4,29,1,2,8.0,3.0,3,1.6081,1.8688,3.0,3,7,4,0.1561,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1841,35.0,2,13.0,1,24,0,3,9.0,2.0,3,-1.8176,-0.4537,2.0,3,7,4,0.2972,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1842,27.0,3,3.0,2,53,2,3,4.0,1.0,3,-0.9612,1.8688,1.0,1,5,3,0.2363,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1843,50.0,3,20.0,3,34,1,1,6.0,4.0,3,0.7516,-0.4537,2.0,4,8,3,0.1609,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1844,36.0,3,9.0,1,56,0,3,9.0,2.0,3,-0.1048,-0.4537,2.0,3,8,3,0.0992,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1845,19.0,4,0.0,0,66,0,2,1.0,1.0,3,-0.9612,-1.615,2.0,4,5,1,0.7346,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1846,21.0,5,2.0,2,28,1,3,4.0,3.0,4,-0.9612,0.7075,2.0,3,8,5,0.1072,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1847,35.0,5,6.0,3,62,0,2,4.0,2.0,3,1.6081,0.7075,2.0,4,8,4,0.2748,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1848,27.0,3,3.0,2,20,1,2,7.0,1.0,3,-1.8176,-0.4537,1.0,1,8,3,0.2603,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
